"title","description","starter_code","test_cases","skill_tags","difficulty"
"Regex Extractor — Python #30","Extract dates from text using regex and return sorted unique list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""On 2021-05-01 and 2020/12/31"", ""output"": ""[2020/12/31,2021-05-01]""}]","python,oop,modules,threads,regex","easy"
"String Anagram Groups — Python #31","Group anagrams from a list of strings. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""eat,tea,tan,ate,nat,bat"", ""output"": ""[ [\""eat\"",\""tea\"",\""ate\""], [\""tan\"",\""nat\""], [\""bat\""] ]""}]","python,oop,modules,threads,regex","hard"
"LRU Cache — Python #32","Implement an LRU Cache with get and put operations. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""2|get(1),put(1,1),put(2,2),get(1),put(3,3),get(2)"", ""output"": ""1,-1, -1""}]","python,oop,modules,threads,regex","medium"
"Serialize/Deserialize Binary Tree — Python #33","Serialize and deserialize a binary tree. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 2 3 null null 4 5"", ""output"": ""1 2 3 4 5""}]","python,oop,modules,threads,regex","medium"
"Decorator Usage — Python #34","Write a timing decorator that measures function runtime. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sleep 0.01"", ""output"": ""~0.01""}]","python,oop,modules,threads,regex","easy"
"Context Manager — Python #35","Create a context manager that times a code block. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""simple block"", ""output"": ""timed""}]","python,oop,modules,threads,regex","easy"
"CSV Parser — Python #36","Parse a CSV and return rows as lists handling quotes and escapes. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""a,b,\""c, d\"",e"", ""output"": ""[a,b,c d,e]""}]","python,oop,modules,threads,regex","easy"
"Data Class Usage — Python #37","Use dataclasses to model and manipulate records. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""John,30"", ""output"": ""{\""name\"":\""John\"",\""age\"":30}""}]","python,oop,modules,threads,regex","easy"
"Iterator Implementation — Python #38","Implement a custom iterator for a nested list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""[1,[2,3],4]"", ""output"": ""[1,2,3,4]""}]","python,oop,modules,threads,regex","medium"
"Thread-safe Counter — Python #39","Implement a thread-safe counter using locks. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""calls in parallel"", ""output"": ""counter==n""}]","python,oop,modules,threads,regex","easy"
"Regex Extractor — Python #40","Extract dates from text using regex and return sorted unique list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""On 2021-05-01 and 2020/12/31"", ""output"": ""[2020/12/31,2021-05-01]""}]","python,oop,modules,threads,regex","medium"
"String Anagram Groups — Python #41","Group anagrams from a list of strings. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""eat,tea,tan,ate,nat,bat"", ""output"": ""[ [\""eat\"",\""tea\"",\""ate\""], [\""tan\"",\""nat\""], [\""bat\""] ]""}]","python,oop,modules,threads,regex","medium"
"LRU Cache — Python #42","Implement an LRU Cache with get and put operations. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""2|get(1),put(1,1),put(2,2),get(1),put(3,3),get(2)"", ""output"": ""1,-1, -1""}]","python,oop,modules,threads,regex","medium"
"Serialize/Deserialize Binary Tree — Python #43","Serialize and deserialize a binary tree. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 2 3 null null 4 5"", ""output"": ""1 2 3 4 5""}]","python,oop,modules,threads,regex","hard"
"Decorator Usage — Python #44","Write a timing decorator that measures function runtime. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sleep 0.01"", ""output"": ""~0.01""}]","python,oop,modules,threads,regex","medium"
"Context Manager — Python #45","Create a context manager that times a code block. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""simple block"", ""output"": ""timed""}]","python,oop,modules,threads,regex","easy"
"CSV Parser — Python #46","Parse a CSV and return rows as lists handling quotes and escapes. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""a,b,\""c, d\"",e"", ""output"": ""[a,b,c d,e]""}]","python,oop,modules,threads,regex","easy"
"Data Class Usage — Python #47","Use dataclasses to model and manipulate records. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""John,30"", ""output"": ""{\""name\"":\""John\"",\""age\"":30}""}]","python,oop,modules,threads,regex","medium"
"Iterator Implementation — Python #48","Implement a custom iterator for a nested list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""[1,[2,3],4]"", ""output"": ""[1,2,3,4]""}]","python,oop,modules,threads,regex","easy"
"Thread-safe Counter — Python #49","Implement a thread-safe counter using locks. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""calls in parallel"", ""output"": ""counter==n""}]","python,oop,modules,threads,regex","easy"
"Regex Extractor — Python #50","Extract dates from text using regex and return sorted unique list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""On 2021-05-01 and 2020/12/31"", ""output"": ""[2020/12/31,2021-05-01]""}]","python,oop,modules,threads,regex","medium"
"String Anagram Groups — Python #51","Group anagrams from a list of strings. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""eat,tea,tan,ate,nat,bat"", ""output"": ""[ [\""eat\"",\""tea\"",\""ate\""], [\""tan\"",\""nat\""], [\""bat\""] ]""}]","python,oop,modules,threads,regex","hard"
"LRU Cache — Python #52","Implement an LRU Cache with get and put operations. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""2|get(1),put(1,1),put(2,2),get(1),put(3,3),get(2)"", ""output"": ""1,-1, -1""}]","python,oop,modules,threads,regex","hard"
"Serialize/Deserialize Binary Tree — Python #53","Serialize and deserialize a binary tree. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 2 3 null null 4 5"", ""output"": ""1 2 3 4 5""}]","python,oop,modules,threads,regex","easy"
"Decorator Usage — Python #54","Write a timing decorator that measures function runtime. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sleep 0.01"", ""output"": ""~0.01""}]","python,oop,modules,threads,regex","medium"
"Context Manager — Python #55","Create a context manager that times a code block. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""simple block"", ""output"": ""timed""}]","python,oop,modules,threads,regex","medium"
"CSV Parser — Python #56","Parse a CSV and return rows as lists handling quotes and escapes. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""a,b,\""c, d\"",e"", ""output"": ""[a,b,c d,e]""}]","python,oop,modules,threads,regex","hard"
"Data Class Usage — Python #57","Use dataclasses to model and manipulate records. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""John,30"", ""output"": ""{\""name\"":\""John\"",\""age\"":30}""}]","python,oop,modules,threads,regex","easy"
"Iterator Implementation — Python #58","Implement a custom iterator for a nested list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""[1,[2,3],4]"", ""output"": ""[1,2,3,4]""}]","python,oop,modules,threads,regex","medium"
"Thread-safe Counter — Python #59","Implement a thread-safe counter using locks. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""calls in parallel"", ""output"": ""counter==n""}]","python,oop,modules,threads,regex","medium"
"Regex Extractor — Python #60","Extract dates from text using regex and return sorted unique list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""On 2021-05-01 and 2020/12/31"", ""output"": ""[2020/12/31,2021-05-01]""}]","python,oop,modules,threads,regex","easy"
"String Anagram Groups — Python #61","Group anagrams from a list of strings. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""eat,tea,tan,ate,nat,bat"", ""output"": ""[ [\""eat\"",\""tea\"",\""ate\""], [\""tan\"",\""nat\""], [\""bat\""] ]""}]","python,oop,modules,threads,regex","easy"
"LRU Cache — Python #62","Implement an LRU Cache with get and put operations. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""2|get(1),put(1,1),put(2,2),get(1),put(3,3),get(2)"", ""output"": ""1,-1, -1""}]","python,oop,modules,threads,regex","medium"
"Serialize/Deserialize Binary Tree — Python #63","Serialize and deserialize a binary tree. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 2 3 null null 4 5"", ""output"": ""1 2 3 4 5""}]","python,oop,modules,threads,regex","easy"
"Decorator Usage — Python #64","Write a timing decorator that measures function runtime. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sleep 0.01"", ""output"": ""~0.01""}]","python,oop,modules,threads,regex","hard"
"Context Manager — Python #65","Create a context manager that times a code block. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""simple block"", ""output"": ""timed""}]","python,oop,modules,threads,regex","easy"
"CSV Parser — Python #66","Parse a CSV and return rows as lists handling quotes and escapes. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""a,b,\""c, d\"",e"", ""output"": ""[a,b,c d,e]""}]","python,oop,modules,threads,regex","medium"
"Data Class Usage — Python #67","Use dataclasses to model and manipulate records. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""John,30"", ""output"": ""{\""name\"":\""John\"",\""age\"":30}""}]","python,oop,modules,threads,regex","easy"
"Iterator Implementation — Python #68","Implement a custom iterator for a nested list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""[1,[2,3],4]"", ""output"": ""[1,2,3,4]""}]","python,oop,modules,threads,regex","medium"
"Thread-safe Counter — Python #69","Implement a thread-safe counter using locks. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""calls in parallel"", ""output"": ""counter==n""}]","python,oop,modules,threads,regex","medium"
"Regex Extractor — Python #70","Extract dates from text using regex and return sorted unique list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""On 2021-05-01 and 2020/12/31"", ""output"": ""[2020/12/31,2021-05-01]""}]","python,oop,modules,threads,regex","hard"
"String Anagram Groups — Python #71","Group anagrams from a list of strings. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""eat,tea,tan,ate,nat,bat"", ""output"": ""[ [\""eat\"",\""tea\"",\""ate\""], [\""tan\"",\""nat\""], [\""bat\""] ]""}]","python,oop,modules,threads,regex","medium"
"LRU Cache — Python #72","Implement an LRU Cache with get and put operations. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""2|get(1),put(1,1),put(2,2),get(1),put(3,3),get(2)"", ""output"": ""1,-1, -1""}]","python,oop,modules,threads,regex","medium"
"Serialize/Deserialize Binary Tree — Python #73","Serialize and deserialize a binary tree. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 2 3 null null 4 5"", ""output"": ""1 2 3 4 5""}]","python,oop,modules,threads,regex","hard"
"Decorator Usage — Python #74","Write a timing decorator that measures function runtime. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sleep 0.01"", ""output"": ""~0.01""}]","python,oop,modules,threads,regex","easy"
"Context Manager — Python #75","Create a context manager that times a code block. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""simple block"", ""output"": ""timed""}]","python,oop,modules,threads,regex","medium"
"CSV Parser — Python #76","Parse a CSV and return rows as lists handling quotes and escapes. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""a,b,\""c, d\"",e"", ""output"": ""[a,b,c d,e]""}]","python,oop,modules,threads,regex","medium"
"Data Class Usage — Python #77","Use dataclasses to model and manipulate records. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""John,30"", ""output"": ""{\""name\"":\""John\"",\""age\"":30}""}]","python,oop,modules,threads,regex","easy"
"Iterator Implementation — Python #78","Implement a custom iterator for a nested list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""[1,[2,3],4]"", ""output"": ""[1,2,3,4]""}]","python,oop,modules,threads,regex","easy"
"Thread-safe Counter — Python #79","Implement a thread-safe counter using locks. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""calls in parallel"", ""output"": ""counter==n""}]","python,oop,modules,threads,regex","hard"
"Regex Extractor — Python #80","Extract dates from text using regex and return sorted unique list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""On 2021-05-01 and 2020/12/31"", ""output"": ""[2020/12/31,2021-05-01]""}]","python,oop,modules,threads,regex","hard"
"String Anagram Groups — Python #81","Group anagrams from a list of strings. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""eat,tea,tan,ate,nat,bat"", ""output"": ""[ [\""eat\"",\""tea\"",\""ate\""], [\""tan\"",\""nat\""], [\""bat\""] ]""}]","python,oop,modules,threads,regex","medium"
"LRU Cache — Python #82","Implement an LRU Cache with get and put operations. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""2|get(1),put(1,1),put(2,2),get(1),put(3,3),get(2)"", ""output"": ""1,-1, -1""}]","python,oop,modules,threads,regex","easy"
"Serialize/Deserialize Binary Tree — Python #83","Serialize and deserialize a binary tree. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 2 3 null null 4 5"", ""output"": ""1 2 3 4 5""}]","python,oop,modules,threads,regex","medium"
"Decorator Usage — Python #84","Write a timing decorator that measures function runtime. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sleep 0.01"", ""output"": ""~0.01""}]","python,oop,modules,threads,regex","medium"
"Context Manager — Python #85","Create a context manager that times a code block. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""simple block"", ""output"": ""timed""}]","python,oop,modules,threads,regex","hard"
"CSV Parser — Python #86","Parse a CSV and return rows as lists handling quotes and escapes. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""a,b,\""c, d\"",e"", ""output"": ""[a,b,c d,e]""}]","python,oop,modules,threads,regex","medium"
"Data Class Usage — Python #87","Use dataclasses to model and manipulate records. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""John,30"", ""output"": ""{\""name\"":\""John\"",\""age\"":30}""}]","python,oop,modules,threads,regex","hard"
"Iterator Implementation — Python #88","Implement a custom iterator for a nested list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""[1,[2,3],4]"", ""output"": ""[1,2,3,4]""}]","python,oop,modules,threads,regex","hard"
"Thread-safe Counter — Python #89","Implement a thread-safe counter using locks. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""calls in parallel"", ""output"": ""counter==n""}]","python,oop,modules,threads,regex","hard"
"Regex Extractor — Python #90","Extract dates from text using regex and return sorted unique list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""On 2021-05-01 and 2020/12/31"", ""output"": ""[2020/12/31,2021-05-01]""}]","python,oop,modules,threads,regex","medium"
"String Anagram Groups — Python #91","Group anagrams from a list of strings. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""eat,tea,tan,ate,nat,bat"", ""output"": ""[ [\""eat\"",\""tea\"",\""ate\""], [\""tan\"",\""nat\""], [\""bat\""] ]""}]","python,oop,modules,threads,regex","medium"
"LRU Cache — Python #92","Implement an LRU Cache with get and put operations. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""2|get(1),put(1,1),put(2,2),get(1),put(3,3),get(2)"", ""output"": ""1,-1, -1""}]","python,oop,modules,threads,regex","medium"
"Serialize/Deserialize Binary Tree — Python #93","Serialize and deserialize a binary tree. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 2 3 null null 4 5"", ""output"": ""1 2 3 4 5""}]","python,oop,modules,threads,regex","medium"
"Decorator Usage — Python #94","Write a timing decorator that measures function runtime. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sleep 0.01"", ""output"": ""~0.01""}]","python,oop,modules,threads,regex","easy"
"Context Manager — Python #95","Create a context manager that times a code block. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""simple block"", ""output"": ""timed""}]","python,oop,modules,threads,regex","medium"
"CSV Parser — Python #96","Parse a CSV and return rows as lists handling quotes and escapes. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""a,b,\""c, d\"",e"", ""output"": ""[a,b,c d,e]""}]","python,oop,modules,threads,regex","easy"
"Data Class Usage — Python #97","Use dataclasses to model and manipulate records. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""John,30"", ""output"": ""{\""name\"":\""John\"",\""age\"":30}""}]","python,oop,modules,threads,regex","easy"
"Iterator Implementation — Python #98","Implement a custom iterator for a nested list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""[1,[2,3],4]"", ""output"": ""[1,2,3,4]""}]","python,oop,modules,threads,regex","hard"
"Thread-safe Counter — Python #99","Implement a thread-safe counter using locks. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""calls in parallel"", ""output"": ""counter==n""}]","python,oop,modules,threads,regex","medium"
"Regex Extractor — Python #100","Extract dates from text using regex and return sorted unique list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""On 2021-05-01 and 2020/12/31"", ""output"": ""[2020/12/31,2021-05-01]""}]","python,oop,modules,threads,regex","hard"
"Design a RESTful Endpoint — Web/Backend #1","Design a REST API endpoint that paginates and returns JSON for posts. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","hard"
"SQL Join and Aggregation — Web/Backend #2","Write SQL query to compute monthly active users from events table. Focus on correctness, security and edge cases.","/* SQL */
-- write your SQL query below
-- Example table: events(user_id INT, event_time TIMESTAMP, event_type TEXT)
","[{""input"": ""sample events table"", ""output"": ""expected rows""}]","sql,databases,analytics","easy"
"Authentication Flow — Web/Backend #3","Implement token-based authentication for login and protected endpoints. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Rate Limiter — Web/Backend #4","Implement a simple in-memory rate limiter for API requests per IP. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Database Schema Design — Web/Backend #5","Design normalized schema for e-commerce orders and products. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","medium"
"Cache Invalidation — Web/Backend #6","Design cache strategy and demonstrate cache invalidation for product updates. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","easy"
"File Upload API — Web/Backend #7","Implement chunked file upload API that resumes after interruption. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Webhook Consumer — Web/Backend #8","Design webhook consumer that handles duplicates and retries. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","hard"
"GraphQL Basic Resolver — Web/Backend #9","Implement resolver for nested product reviews. Focus on correctness, security and edge cases.","# pseudo GraphQL resolver example
# implement resolver function
","[{""input"": ""product_id=1"", ""output"": ""reviews list""}]","graphql,api,web","hard"
"CI/CD Pipeline Script — Web/Backend #10","Write script to deploy a Flask app via Docker and a CI step. Focus on correctness, security and edge cases.","# Dockerfile + deploy script (outline)
# FROM python:3.10
","[{""input"": ""docker build"", ""output"": ""success""}]","devops,ci,cd,docker","medium"
"Design a RESTful Endpoint — Web/Backend #11","Design a REST API endpoint that paginates and returns JSON for posts. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"SQL Join and Aggregation — Web/Backend #12","Write SQL query to compute monthly active users from events table. Focus on correctness, security and edge cases.","/* SQL */
-- write your SQL query below
-- Example table: events(user_id INT, event_time TIMESTAMP, event_type TEXT)
","[{""input"": ""sample events table"", ""output"": ""expected rows""}]","sql,databases,analytics","medium"
"Authentication Flow — Web/Backend #13","Implement token-based authentication for login and protected endpoints. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","medium"
"Rate Limiter — Web/Backend #14","Implement a simple in-memory rate limiter for API requests per IP. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","python,flask,api,web,security","easy"
"Database Schema Design — Web/Backend #15","Design normalized schema for e-commerce orders and products. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","medium"
"Cache Invalidation — Web/Backend #16","Design cache strategy and demonstrate cache invalidation for product updates. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","web,backend,design","hard"
