title,description,starter_code,test_cases,skill_tags,difficulty
Arrays Problem — 0861,Write a arrays function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Pandas Problem — 7d69,Write a pandas function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",medium
Regex Extractor — Python #10,Extract dates from text using regex and return sorted unique list. Aim for idiomatic Python solutions and tests.,"def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""On 2021-05-01 and 2020/12/31"", ""output"": ""[2020/12/31,2021-05-01]""}]","['python', 'oop', 'modules', 'threads', 'regex']",medium
Logic Problem — f6e7,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Logic Problem — 690b,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Sql Problem — cfb5,Write a sql function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
Arrays Problem — bbfd,Write a arrays function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Algorithm Problem — 6dac,Write a algorithm function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Data Structures Problem — 6bac,Write a data structures function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
C Problem — e47e,Write a c function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
C Problem — ba3b,Write a c function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Pandas Problem — 70b7,Write a pandas function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",easy
Dsa Problem — 4caa,Write a dsa function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
GraphQL Basic Resolver — Web/Backend #9,"Implement resolver for nested product reviews. Focus on correctness, security and edge cases.","# pseudo GraphQL resolver example
# implement resolver function
","[{""input"": ""product_id=1"", ""output"": ""reviews list""}]","['graphql', 'api', 'web']",hard
Web Problem — 0f2c,Write a web function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",hard
Algorithm Problem — cd4a,Write a algorithm function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Logic Problem — c2d6,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Strings Problem — 0916,Write a strings function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Flask Problem — abb0,Write a flask function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Api Problem — b6c6,Write a api function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Arrays Problem — 66fa,Write a arrays function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Api Problem — edeb,Write a api function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Dsa Problem — e6cd,Write a dsa function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Ml Problem — f368,Write a ml function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Recursion Problem — a458,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Recursion Problem — 6a87,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Data Schema Migration — Data/ML #9,Plan and write migration to update column types safely. Provide code + explanation and complexity where applicable.,"import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","['python', 'pandas', 'ml', 'data-engineering', 'sklearn']",easy
Merge Two Sorted Lists — DSA #4,Merge two sorted linked lists into one sorted list. Provide optimal time and space complexity.,"def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1,2,4|1,3,4"", ""output"": ""1,1,2,3,4,4""}]","['python', 'dsa', 'algorithms', 'logic']",easy
Flask Problem — 434b,Write a flask function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Logic Problem — 3796,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
SQL for ETL — Data/ML #6,Write SQL to transform raw events into a user-level aggregated table. Provide code + explanation and complexity where applicable.,"import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","['python', 'pandas', 'ml', 'data-engineering', 'sklearn']",hard
Sql Problem — a7d5,Write a sql function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Deployment Problem — 201f,Write a deployment function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",easy
Strings Problem — cbb8,Write a strings function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Python Problem — ed35,Write a python function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"def solution():
    pass","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Python Problem — 477a,Write a python function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"def solution():
    pass","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
Flask Problem — 0787,Write a flask function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
File Upload API — Web/Backend #7,"Implement chunked file upload API that resumes after interruption. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","['python', 'flask', 'api', 'web', 'security']",medium
Iterator Implementation — Python #8,Implement a custom iterator for a nested list. Aim for idiomatic Python solutions and tests.,"def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""[1,[2,3],4]"", ""output"": ""[1,2,3,4]""}]","['python', 'oop', 'modules', 'threads', 'regex']",easy
Data Structures Problem — d178,Write a data structures function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Python Problem — cc5d,Write a python function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"def solution():
    pass","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
Top K Frequent Elements — DSA #9,Return the k most frequent elements from an array. Provide optimal time and space complexity.,"def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 1 1 2 2 3|2"", ""output"": ""1 2""}]","['python', 'dsa', 'algorithms', 'logic']",easy
Backend Problem — 4b5f,Write a backend function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",hard
Ml Problem — ab8e,Write a ml function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Logic Problem — 705b,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Logic Problem — a6c9,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Rate Limiter — Web/Backend #4,"Implement a simple in-memory rate limiter for API requests per IP. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","['python', 'flask', 'api', 'web', 'security']",medium
Logic Problem — fe7f,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Recursion Problem — a001,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Linux Problem — 9625,Write a linux function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",hard
Kth Smallest Element — DSA #6,Return the k-th smallest element in an unsorted array. Provide optimal time and space complexity.,"def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""3 2 1 5 6|2"", ""output"": ""3""}]","['python', 'dsa', 'algorithms', 'logic']",medium
Flask Problem — d2a3,Write a flask function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Django Problem — 9c9d,Write a django function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Data Class Usage — Python #7,Use dataclasses to model and manipulate records. Aim for idiomatic Python solutions and tests.,"def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""John,30"", ""output"": ""{\""name\"":\""John\"",\""age\"":30}""}]","['python', 'oop', 'modules', 'threads', 'regex']",easy
Backend Problem — 9126,Write a backend function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",easy
Recursion Problem — 0470,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Merge Two Sorted Lists — DSA #4,Merge two sorted linked lists into one sorted list. Provide optimal time and space complexity.,"def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1,2,4|1,3,4"", ""output"": ""1,1,2,3,4,4""}]","['python', 'dsa', 'algorithms', 'logic']",easy
Data Structures Problem — a97e,Write a data structures function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Cache Invalidation — Web/Backend #6,"Design cache strategy and demonstrate cache invalidation for product updates. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","['web', 'backend', 'design']",easy
Java Problem — 6702,Write a java function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Java Problem — 5d90,Write a java function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Logic Problem — 1b52,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Web Problem — 2d41,Write a web function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",easy
Train a Classifier — Data/ML #4,Train a binary classifier and return precision/recall on test set. Provide code + explanation and complexity where applicable.,"import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","['python', 'pandas', 'ml', 'data-engineering', 'sklearn']",easy
Pandas Problem — b250,Write a pandas function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",easy
Backend Problem — 52bb,Write a backend function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",hard
Data Cleaning Pipeline — Data/ML #1,"Given raw CSV with missing values and inconsistent types, design cleaning steps and implement them. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","['python', 'pandas', 'ml', 'data-engineering', 'sklearn']",hard
Longest Increasing Subsequence — DSA #8,Return length of LIS in an integer array. Provide optimal time and space complexity.,"def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""10 9 2 5 3 7 101 18"", ""output"": ""4""}]","['python', 'dsa', 'algorithms', 'logic']",easy
Backend Problem — 2673,Write a backend function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",easy
Ml Problem — 4334,Write a ml function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Memory Leak Detection — Mixed #2,"Given C code, identify and fix leaks; propose fix. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","['c', 'c_programming', 'low-level', 'debugging']",easy
Django Problem — a428,Write a django function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
Git Problem — 437e,Write a git function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",easy
Python Problem — ba2a,Write a python function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"def solution():
    pass","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Django Problem — 9b76,Write a django function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
Api Problem — 857a,Write a api function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Arrays Problem — a834,Write a arrays function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Java Problem — 499a,Write a java function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Sql Problem — 99d1,Write a sql function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
Logic Problem — a832,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Dsa Problem — 7c81,Write a dsa function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Django Problem — bb18,Write a django function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Database Schema Design — Web/Backend #5,"Design normalized schema for e-commerce orders and products. Focus on correctness, security and edge cases.","/* backend skeleton */
// implement service logic
","[{""input"": ""sample input"", ""output"": ""expected output""}]","['web', 'backend', 'design']",medium
Recursion Problem — 8f9f,Write a recursion function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Api Problem — a3e1,Write a api function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",easy
Python Problem — 1b55,Write a python function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"def solution():
    pass","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Dsa Problem — 7d86,Write a dsa function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Api Problem — 9188,Write a api function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",medium
Algorithm Problem — cec5,Write a algorithm function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",hard
Sql Problem — b639,Write a sql function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Linux Problem — 3a78,Write a linux function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","web,analytics,pandas,linux,git,deployment,api,backend",easy
Strings Problem — d402,Write a strings function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Design a RESTful Endpoint — Web/Backend #1,"Design a REST API endpoint that paginates and returns JSON for posts. Focus on correctness, security and edge cases.","from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/')
def index():
    return jsonify({""status"":""ok""})

# implement endpoints

if __name__ == '__main__':
    app.run()","[{""input"": ""POST /posts?page=1"", ""output"": ""200 list""}, {""input"": ""POST /posts?page=1000"", ""output"": ""[]""}]","['python', 'flask', 'api', 'web', 'security']",hard
Arrays Problem — bf13,Write a arrays function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
Python Problem — 545e,Write a python function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"def solution():
    pass","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
Logic Problem — 5a29,Write a logic function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",medium
Java Problem — 42d3,Write a java function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Flask Problem — ee8e,Write a flask function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",hard
Java Problem — a4cc,Write a java function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","python,ml,sql,flask,django,api,c,java",easy
Data Structures Problem — 1ead,Write a data structures function to solve a realistic interview challenge. Include edge-case handling and O(n) complexity where possible.,"public class Solution {
    public static void main(String[] args) {
        // code
    }
}","[{""input"": ""2 3"", ""output"": ""5""}]","dsa,algorithm,logic,data structures,arrays,strings,recursion",easy
